web-scraper-order,web-scraper-start-url,Title,Abstract
1641462667-312,https://www.schneier.com/page/31/,On the Evolution of Ransomware,"Though some researchers say that the scale and severity of ransomware attacks crossed a bright line in 2020, others describe this year as simply the next step in a gradual and, unfortunately, predictable devolution. After years spent honing their techniques, attackers are growing bolder. They’ve begun to incorporate other types of extortion like blackmail into their arsenals, by exfiltrating an organization’s data and then threatening to release it if the victim doesn’t pay an additional fee. Most significantly, ransomware attackers have transitioned from a model in which they hit lots of individuals and accumulated many small ransom payments to one where they carefully plan attacks against a smaller group of large targets from which they can demand massive ransoms. The antivirus firm Emsisoft found that the average requested fee has increased from about $5,000 in 2018 to about $200,000 this year."
1641462612-114,https://www.schneier.com/page/51/,On Marcus Hutchins,null
1641462724-513,https://www.schneier.com/page/11/,Upcoming Speaking Engagements,null
1641462658-282,https://www.schneier.com/page/34/,Check Washing,"“Check washing” is a practice where thieves break into mailboxes (or otherwise steal mail), find envelopes with checks, then use special solvents to remove the information on that check (except for the signature) and then change the payee and the amount to a bank account under their control so that it could be deposited at out-state-banks and oftentimes by a mobile phone."
1641462584-18,https://www.schneier.com/page/61/,Brazil Charges Glenn Greenwald with Cybercrimes,"Citing intercepted messages between Mr. Greenwald and the hackers, prosecutors say the journalist played a “clear role in facilitating the commission of a crime.”"
1641462719-498,https://www.schneier.com/page/13/,Colorado Passes Consumer Privacy Law,null
1641462650-257,https://www.schneier.com/page/37/,Friday Squid Blogging: Chinese Squid Fishing Near the Galapagos,null
1641462603-83,https://www.schneier.com/page/54/,Friday Squid Blogging: Amazingly Realistic Squid Drawings,null
1641462617-139,https://www.schneier.com/page/49/,"""Sign in with Apple"" Vulnerability",null
1641462683-377,https://www.schneier.com/page/25/,On Chinese-Owned Technology Platforms,"The report suggests a comprehensive framework for understanding and assessing the risks posed by Chinese technology platforms in the United States and developing tailored responses. It starts from the common view of the signatories — one reflected in numerous publicly available threat assessments — that China’s power is growing, that a large part of that power is in the digital sphere, and that China can and will wield that power in ways that adversely affect our national security. However, the specific threats and risks posed by different Chinese technologies vary, and effective policies must start with a targeted understanding of the nature of risks and an assessment of the impact US measures will have on national security and competitiveness. The goal of the paper is not to specifically quantify the risk of any particular technology, but rather to analyze the various threats, put them into context, and offer a framework for assessing proposed responses in ways that the signatories hope can aid those doing the risk analysis in individual cases."
1641462692-407,https://www.schneier.com/page/22/,Fugitive Identified on YouTube By His Distinctive Tattoos,null
1641462650-253,https://www.schneier.com/page/37/,New Report on Police Decryption Capabilities,"This report documents the widespread adoption of MDFTs by law enforcement in the United States. Based on 110 public records requests to state and local law enforcement agencies across the country, our research documents more than 2,000 agencies that have purchased these tools, in all 50 states and the District of Columbia. We found that state and local law enforcement agencies have performed hundreds of thousands of cellphone extractions since 2015, often without a warrant. To our knowledge, this is the first time that such records have been widely disclosed."
